StockCode,Description,TotalQuantity,TransactionCount
85049C,ROMANTIC PINKS RIBBONS,1217,231
85049D,,2,2
85049D,BRIGHT BLUES RIBBONS,549,111
85049E,SCANDINAVIAN REDS RIBBONS,2866,421
85049F,BABY BOOM RIBBONS,378,91
85049G,CHOCOLATE BOX RIBBONS,1615,275
85049H,URBAN BLACK RIBBONS,849,188
85049a,TRADITIONAL CHRISTMAS RIBBONS,244,36
85049b,LUSH GREENS RIBBONS,2,2
85049c,ROMANTIC PINKS RIBBONS,1,1
85049d,BRIGHT BLUES RIBBONS,2,2
85049e,SCANDINAVIAN REDS RIBBONS,109,42
85049g,CHOCOLATE BOX RIBBONS,113,51
85053,FRENCH ENAMEL CANDLEHOLDER,1701,330
85054,FRENCH ENAMEL POT W LID,589,118
85054,found,27,1
85055,FRENCH ENAMEL UTENSIL HOLDER,45,16
85059,FRENCH ENAMEL WATER BASIN,411,129
85061W,WHITE JEWELLED HEART DECORATION,2164,175
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1474,162
85064,CREAM SWEETHEART LETTER RACK,216,31
85066,CREAM SWEETHEART MINI CHEST,1793,529
85067,CREAM SWEETHEART WALL CABINET,7,5
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1041,113
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1301,132
85071C,CHARLIE+LOLAEXTREMELY BUSY SIGN,683,106
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,403,86
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1932,124
85084,,25,1
85084,HOLLY TOP CHRISTMAS STOCKING,20,7
85086A,,6,1
85086A,CANDY SPOT HEART DECORATION,146,50
85087,CANDY SPOT CUSHION COVER,339,125
85088,CANDY SPOT HAND BAG,259,52
85089,CANDY SPOT BUNNY,14,6
85092,CANDY SPOT TEA COSY,27,2
85093,CANDY SPOT EGG WARMER HARE,708,89
85094,CANDY SPOT EGG WARMER RABBIT,641,91
85095,THREE CANVAS LUGGAGE TAGS,150,48
85096,,48,1
85096,HILDA CANDY SPOT RABBIT,25,17
85099B,JUMBO BAG RED RETROSPOT,48478,2115
85099C,JUMBO  BAG BAROQUE BLACK WHITE,13922,946
85099F,,101,1
85099F,JUMBO BAG STRAWBERRY,17276,827
85099f,JUMBO BAG STRAWBERRY,46,10
85103,SILVER T-LIGHT SETTING,143,28
85104,SILVER GLASS T-LIGHT SET,201,17
85106,,20,1
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,651,21
85107,,65,1
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,251,31
85107,check?,374,1
85109,PINK BOUDOIR T-LIGHT HOLDER,12,1
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1421,60
85114A,BLACK ENCHANTED FOREST PLACEMAT,649,56
85114B,IVORY ENCHANTED FOREST PLACEMAT,478,78
85114C,RED ENCHANTED FOREST PLACEMAT,516,78
85114a,BLACK ENCHANTED FOREST PLACEMAT,49,15
85114b,IVORY ENCHANTED FOREST PLACEMAT,36,14
85114c,RED ENCHANTED FOREST PLACEMAT,162,35
85115B,S/4 BLACK DISCO PARTITION PANEL,3,1
85116,BLACK CANDELABRA T-LIGHT HOLDER,941,90
85118,HEART T-LIGHT HOLDER,146,10
85119,WATERING CAN SINGLE HOOK PISTACHIO,1,1
85123A,?,4000,1
85123A,CREAM HANGING HEART T-LIGHT HOLDER,61,9
85123A,WHITE HANGING HEART T-LIGHT HOLDER,37603,2260
85123a,WHITE HANGING HEART T-LIGHT HOLDER,292,67
85124B,BLUE JUICY FRUIT PHOTO FRAME,93,39
85124C,GREEN JUICY FRUIT PHOTO FRAME,94,39
85125,,3,1
85125,SMALL ROUND CUT GLASS CANDLESTICK,163,34
85126,LARGE ROUND CUTGLASS CANDLESTICK,2,1
85127,SMALL SQUARE CUT GLASS CANDLESTICK,187,52
85127,found,6,1
85129B,BEADED CRYSTAL HEART GREEN SMALL,119,31
85129C,BEADED CRYSTAL HEART BLUE SMALL,80,15
85129D,BEADED CRYSTAL HEART PINK SMALL,208,66
85130A,BEADED PEARL HEART WHITE LARGE,77,10
85130B,BEADED CRYSTAL HEART GREEN LARGE,834,62
85130C,BEADED CRYSTAL HEART BLUE  LARGE,483,48
85130D,BEADED CRYSTAL HEART PINK LARGE,565,63
85131A,BEADED PEARL HEART WHITE ON STICK,996,119
85131B,BEADED CRYSTAL HEART GREEN ON STICK,623,172
85131C,BEADED CRYSTAL HEART BLUE ON STICK,193,50
85131D,BEADED CRYSTAL HEART PINK ON STICK,850,206
85132A,CHARLIE + LOLA BISCUITS TINS,547,111
85132B,CHARLIE AND LOLA TABLE TINS,529,75
85132C,CHARLIE AND LOLA FIGURES TINS,1520,212
85132a,CHARLIE + LOLA BISCUITS TINS,8,8
85132b,CHARLIE AND LOLA TABLE TINS,9,9
85132c,CHARLIE AND LOLA FIGURES TINS,3,3
85135A,,16,2
85135A,YELLOW DRAGONFLY HELICOPTER,19,8
85135B,,2,1
85135B,BLUE DRAGONFLY HELICOPTER,65,46
85135B,Found,53,1
85135B,check,3,1
85135C,RED DRAGONFLY HELICOPTER,106,68
85135C,found,36,1
85136A,YELLOW SHARK HELICOPTER,72,55
85136B,BLUE SHARK HELICOPTER,2,2
85136C,RED SHARK HELICOPTER,52,36
85141,,3,1
85141,JARDIN ETCHED GLASS FRUITBOWL,124,43
85144,JARDIN ETCHED GLASS BUTTER DISH,1,1
85144,JARDIN ETCHED GLASS CHEESE DISH,221,43
85145,,9,1
85145,JARDIN ETCHED GLASS LARGE BELL JAR,38,14
85146,,8,1
85146,JARDIN ETCHED GLASS SMALL BELL JAR,45,10
85150,,118,1
85150,LADIES & GENTLEMEN METAL SIGN,4039,481
85152,,2,1
85152,HAND OVER THE CHOCOLATE   SIGN,8272,683
85159A,"BLACK TEA,COFFEE,SUGAR JARS",453,47
85159B,"WHITE TEA,COFFEE,SUGAR JARS",622,59
85160A,WHITE BIRD GARDEN DESIGN MUG,6,1
85160B,BLACK BIRD GARDEN DESIGN MUG,106,17
85160a,WHITE BIRD GARDEN DESIGN MUG,1,1
85161,ACRYLIC GEOMETRIC LAMP,35,21
85163A,WHITE BAROQUE WALL CLOCK,66,32
85163B,BLACK BAROQUE WALL CLOCK,84,36
85167B,BLACK GRAND BAROQUE PHOTO FRAME,50,8
85168B,BLACK BAROQUE CARRIAGE CLOCK,51,35
85169A,IVORY LOVE BIRD CANDLE,812,89
85169B,BLACK LOVE BIRD CANDLE,329,62
85169C,EAU DE NIL LOVE BIRD CANDLE,429,46
85169D,PINK LOVE BIRD CANDLE,351,50
85170A,,1,1
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1,1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,215,39
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,335,72
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,451,100
85172,HYACINTH BULB T-LIGHT CANDLES,1346,47
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,479,87
85174,S/4 CACTI CANDLES,617,161
85175,,20,1
85175,CACTI T-LIGHT CANDLES,5353,144
85176,SEWING SUSAN 21 NEEDLE SET,918,172
85177,BASKET OF FLOWERS SEWING KIT,813,64
85178,VICTORIAN SEWING KIT,2519,142
85179A,GREEN BITTY LIGHT CHAIN,193,59
85179C,PINK BITTY LIGHT CHAIN,106,36
85179a,GREEN BITTY LIGHT CHAIN,1,1
85180A,RED HEARTS LIGHT CHAIN,503,64
85180B,PINK HEARTS LIGHT CHAIN,271,48
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,667,88
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,996,119
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1484,132
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,172,65
85184c,SET 4 VALENTINE DECOUPAGE HEART BOX,2,2
85185B,,180,1
85185B,Found in w/hse,50,1
85185B,PINK HORSE SOCK PUPPET,262,62
85185B,PINK HORSE SOCK PUPPET KIT,44,18
85185D,,2,2
85185D,FROG SOCK PUPPET,15,8
85186A,EASTER BUNNY GARLAND OF FLOWERS,615,81
85186C,BUNNY EGG GARLAND,528,79
85187,S/12 MINI RABBIT EASTER,337,71
85188A,GREEN METAL SWINGING BUNNY,319,42
85188B,PINK METAL SWINGING BUNNY,78,10
85189,HANGING BUTTERFLY  EGG,9,4
85194L,HANGING SPRING FLOWER EGG LARGE,948,74
85194S,HANGING SPRING FLOWER EGG SMALL,1197,72
85195,HANGING HEART BASKET,11,3
85197,,29,2
85197,SET OF 12 MINI BUNNIES IN A BUCKET,35,20
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,90,9
85199L,LARGE HANGING IVORY & RED WOOD BIRD,977,95
85199S,SMALL HANGING IVORY/RED WOOD BIRD,2667,274
85200,,6,1
85200,BUNNY EGG BOX,183,27
85202,HANGING WOOD AND FELT HEART,676,116
85203,HANGING WOOD AND FELT BUTTERFLY,896,133
85204,HANGING WOOD AND FELT FLOWER,2055,106
85205B,PINK FELT EASTER RABBIT GARLAND,122,30
85206A,,4,1
85206A,CREAM FELT EASTER EGG BASKET,976,117
85206B,PINK FELT EASTER EGG BASKET,14,4
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,224,49
85211,,3,1
85211,S/4 GROOVY CAT MAGNETS,149,26
85212,MINI PAINTED GARDEN DECORATION,2476,82
85213,,102,2
85213,MINI  ZINC GARDEN DECORATIONS,841,34
85214,,70,2
85214,TUB 24 PINK FLOWER PEGS,164,58
85215,,120,1
85215,ASSORTED CHEESE FRIDGE MAGNETS,223,18
85216,ASSORTED CAKES FRIDGE MAGNETS,55,8
85224,ASSORTED COLOUR SILK GLASSES CASE,3,1
85225,BLING KEY RING STAND,6,3
85226A,,1,1
85227,SET OF 6 3D KIT CARDS FOR KIDS,1488,237
85230A,OPIUM SCENTED VOTIVE CANDLE,840,18
85230B,CINNAMON SCENTED VOTIVE CANDLE,1288,39
85230E,STRAWBRY SCENTED VOTIVE CANDLE,1101,24
85230F,JASMINE VOTIVE CANDLE,338,12
85230G,ORANGE VOTIVE CANDLE,1032,25
85231B,CINAMMON SET OF 9 T-LIGHTS,868,154
85231G,ORANGE SCENTED SET/9 T-LIGHTS,594,82
85231G,amazon,1,1
85231b,CINAMMON SET OF 9 T-LIGHTS,3,3
85231g,ORANGE SCENTED SET/9 T-LIGHTS,6,6
85232A,SET/3 POLKADOT STACKING TINS,78,29
85232B,,6,1
85232B,SET OF 3 BABUSHKA STACKING TINS,275,14
85232D,,144,2
85232D,SET/3 DECOUPAGE STACKING TINS,194,70
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,13,8
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,11,7
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,21,14
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,5,4
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,5,3
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,5,5
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,7,5
90002D,,9,1
90002D,FLOWER BURST SILVER RING CRYSTAL,13,9
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,15,10
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,32,24
90003D,CRYSTAL PAIR HEART HAIR SLIDES,30,16
90003E,GREEN PAIR HEART HAIR SLIDES,23,14
90005A,,3,2
90005A,JADE GREEN ENAMEL HAIR COMB,14,10
90010A,,25,1
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,18,15
90010B,BLACK/WHITE GLASS/SILVER BRACELET,11,7
90010E,AMBER GLASS/SILVER BRACELET,25,16
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,6,6
90011B,BLACK CRYSTAL DROP EARRINGS,12,7
90011C,GREEN CRYSTAL DROP EARRINGS,2,2
90011D,PURPLE CRYSTAL DROP EARRINGS,3,3
90011E,AMBER CRYSTAL DROP EARRINGS,3,3
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,11,5
90012B,BLACK DROP CRYSTAL NECKLACE,13,3
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,52,32
90013B,BLACK VINTAGE EARRINGS,36,31
90013C,GREEN VINTAGE EARRINGS,39,28
90013D,PURPLE VINTAGE EARRINGS,6,3
90014A,SILVER M.O.P. ORBIT NECKLACE,11,6
90014A,SILVER/MOP ORBIT NECKLACE,16,15
90014B,GOLD M PEARL  ORBIT NECKLACE,15,13
90014B,GOLD M.O.P. ORBIT NECKLACE,2,2
90014C,SILVER AND BLACK ORBIT NECKLACE,2,2
90014C,SILVER/BLACK ORBIT NECKLACE,3,2
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,17,7
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,22,19
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,3,3
90018A,SILVER M.O.P ORBIT DROP EARRINGS,46,37
90018B,GOLD M.O.P ORBIT DROP EARRINGS,22,17
90018C,SILVER BLACK ORBIT DROP EARRINGS,12,9
90019A,SILVER M.O.P ORBIT BRACELET,38,27
90019B,GOLD M.O.P ORBIT BRACELET,18,18
90019C,SILVER BLACK ORBIT BRACELET,13,11
90020,FILIGREE DIAMANTE CHAIN,1,1
90021,LASER CUT MULTI STRAND NECKLACE,1,1
90022,EDWARDIAN DROP EARRINGS JET BLACK,24,20
90023,FILIGREE DIAMANTE EARRINGS,13,9
90024B,NEW BAROQUE B'FLY NECKLACE RED,8,6
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,4,3
90024D,NEW BAROQUE B'FLY NECKLACE PINK,2,2
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,2,2
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,5,4
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2,2
90025B,BAROQUE BUTTERFLY EARRINGS RED,1,1
90025D,BAROQUE BUTTERFLY EARRINGS PINK,3,3
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1,1
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,4,4
90026A,GLASS BEAD HOOP NECKLACE BLACK,2,1
90026B,GLASS BEAD HOOP NECKLACE MONTANA,3,3
90026C,GLASS BEAD HOOP NECKLACE GREEN,4,3
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3,3
90027A,GLASS BEAD HOOP EARRINGS BLACK,6,3
90027B,GLASS BEAD HOOP EARRINGS MONTANA,3,3
90027C,GLASS BEAD HOOP EARRINGS GREEN,5,5
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,9,6
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,16,14
90029,NEW BAROQUE SMALL NECKLACE BLACK,5,4
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72,7
90030B,RED KUKUI COCONUT SEED NECKLACE,122,25
90030C,BROWN KUKUI COCONUT SEED NECKLACE,77,11
90031,BILI NUT AND WOOD NECKLACE,50,7
90032,IVORY SHELL HEART NECKLACE,21,8
90033,IVORY SHELL HEART EARRINGS,10,9
90034,WHITE SILVER NECKLACE SHELL GLASS,2,2
90035A,PEARL & SHELL 42NECKL. GREEN,5,3
90035C,PEARL & SHELL 42NECKL. IVORY,2,1
90036A,FLOWER GARLAND NECKLACE RED,6,4
90036B,FLOWER GLASS GARLAND NECKL.36GREEN,4,2
90036C,FLOWER GLASS GARLAND NECKL.36BLUE,9,5
90036D,FLOWER GLASS GARLAND NECKL.36BLACK,12,5
90036E,FLOWER GLASS GARLD NECKL36AMETHYST,14,11
90036F,FLOWER GLASS GARLD NECKL36TURQUOIS,8,5
90037A,TINY CRYSTAL BRACELET RED,1,1
90037B,TINY CRYSTAL BRACELET GREEN,10,5
90037C,TINY CRYSTAL BRACELET BLUE,5,5
90038A,GLASS AND PAINTED BEADS BRACELET TO,15,10
90038B,GLASS AND PAINTED BEADS BRACELET OL,13,8
90038C,GLASS AND BEADS BRACELET IVORY,9,4
90039A,FIRE POLISHED GLASS BRACELET RED,8,3
90039B,FIRE POLISHED GLASS BRACELET MONTAN,11,6
90039C,FIRE POLISHED GLASS BRACELET BLACK,6,6
90039D,FIRE POLISHED GLASS BRACELET GREEN,21,9
90040A,MURANO STYLE GLASS BRACELET RED,14,5
90040B,MURANO STYLE GLASS BRACELET BLACK,18,11
90040C,MURANO STYLE GLASS BRACELET GOLD,15,10
90041,PEARL AND CHERRY QUARTZ BRACLET,5,4
90042A,FRESHWATER PEARL BRACELET GOLD,3,2
90042B,,1,1
90042C,,10,1
90042C,FRESHWATER PEARL BRACELET IVORY,5,5
90043,COPPER AND BRASS BAG CHARM,4,2
90046,WHITE WITH METAL BAG CHARM,3,1
90048,GREEN WITH METAL BAG CHARM,3,1
90049,IVORY GOLD METAL BAG CHARM,5,3
90050,CRACKED GLAZE NECKLACE IVORY,8,4
90051,CRACKED GLAZE NECKLACE RED,10,7
90052,CRACKED GLAZE NECKLACE BROWN,2,2
90053,CRACKED GLAZE EARRINGS IVORY,4,4
90054,CRACKED GLAZE EARRINGS RED,9,9
90055,CRACKED GLAZE EARRINGS BROWN,5,5
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,4,4
90057,DIAMANTE RING ASSORTED IN BOX.,1008,22
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,324,7
90058B,CRYSTAL STUD EARRINGS ASSORTED COL,612,15
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,45,27
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,16,10
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,15,10
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,25,19
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,25,15
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,21,14
90060B,FIRE POLISHED GLASS NECKL GOLD,1,1
90060D,FIRE POLISHED GLASS NECKL BRONZE,3,3
90060F,FIRE POLISHED GLASS NECKL GREEN,6,6
90062,CARNIVAL BRACELET,44,26
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,12,8
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,9,6
90064A,WHITE VINTAGE CRYSTAL EARRINGS,10,6
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,12,7
90065A,WHITE VINTAGE CRYSTAL BRACELET,9,5
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,2,2
90067A,PINK VINTAGE VICTORIAN EARRINGS,14,7
90067B,BROWN VINTAGE VICTORIAN EARRINGS,2,2
90068,RUBY GLASS NECKLACE 42,1,1
90069,RUBY GLASS CLUSTER NECKLACE,2,1
90070,RUBY GLASS CLUSTER BRACELET,20,14
90071,RUBY GLASS CLUSTER EARRINGS,44,33
90072,RUBY DROP CHANDELIER EARRINGS,21,14
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,27,18
90074,BLACK DIAMOND CLUSTER NECKLACE,4,3
90075,MONTANA DIAMOND CLUSTER NECKLACE,4,3
90076,MONTANA DIAMOND CLUSTER EARRINGS,9,4
90077,BLACK DIAMOND CLUSTER EARRINGS,3,3
90078,PINK/WHITE GLASS DEMI CHOKER,2,1
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,10,4
90081A,LILY BROOCH AMETHYST COLOUR,15,8
90081B,LILY BROOCH WHITE/SILVER COLOUR,1,1
90081C,LILY BROOCH OLIVE COLOUR,20,15
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,30,18
90082B,,3,1
90082B,DIAMANTE BOW BROOCH RED COLOUR,27,12
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,10,6
90083,CRYSTAL CZECH CROSS PHONE CHARM,25,9
90084,,1,1
90084,PINK CRYSTAL GUITAR PHONE CHARM,1,1
90085,CRYSTAL STILETTO PHONE CHARM,34,10
90086,CRYSTAL FROG PHONE CHARM,102,28
90087,CRYSTAL SEA HORSE PHONE CHARM,107,25
90089,PINK CRYSTAL SKULL PHONE CHARM,32,10
90092,BLUE CRYSTAL BOOT PHONE CHARM,1,1
90093,CLEAR CRYSTAL STAR PHONE CHARM,52,10
90094,NECKLACE+BRACELET SET FRUIT SALAD,14,13
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,45,26
90098,NECKLACE+BRACELET PINK BUTTERFLY,29,10
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,27,16
90100,NECKLACE+BRACELET SET PINK DAISY,1,1
90101,WHITE FRANGIPANI NECKLACE,39,17
90102,WHITE FRANGIPANI HAIR CLIP,10,1
90103,PURPLE FRANGIPANI NECKLACE,29,16
90104,,3,2
90104,PURPLE FRANGIPANI HAIRCLIP,28,12
90108,BLUE BLOSSOM HAIR CLIP,70,12
90112,,2,1
90112,PINK DOLLY HAIR CLIPS,2,1
90114,SUMMER DAISIES BAG CHARM,167,88
90115,SUMMER BUTTERFLIES BAG CHARM,54,31
90116,FRUIT SALAD BAG CHARM,64,45
90118,PINK DAISY BAG CHARM,30,19
90119,METALIC LEAVES BAG CHARMS,84,37
90120A,PINK MURANO TWIST BRACELET,7,3
90120B,BLUE MURANO TWIST BRACELET,39,15
90120C,GREEN MURANO TWIST BRACELET,51,22
90120D,WHITE MURANO TWIST BRACELET,10,5
90122A,PINK CRYSTAL+GLASS BRACELET,22,15
90122B,JADE CRYSTAL+GLASS BRACELET,6,6
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,24,11
90123A,PINK HEART OF GLASS BRACELET,15,9
90123B,TURQUOISE HEART OF GLASS BRACELET,9,5
90123C,GREEN HEART OF GLASS BRACELET,14,6
90123D,WHITE HEART OF GLASS BRACELET,6,5
90124A,PINK MURANO TWIST NECKLACE,8,6
90124B,BLUE MURANO TWIST NECKLACE,12,11
90124C,GREEN MURANO TWIST NECKLACE,11,8
90125A,PINK BERTIE GLASS BEAD BAG CHARM,115,10
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,30,12
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,77,7
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,95,19
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,11,10
90126A,PINK BERTIE MOBILE PHONE CHARM,1,1
90126C,AMBER BERTIE MOBILE PHONE CHARM,2,1
90127A,PINK BEADS+HAND PHONE CHARM,2,1
90128A,PINK LEAVES AND BEADS PHONE CHARM,3,2
90128B,BLUE LEAVES AND BEADS PHONE CHARM,2,2
90128C,GREEN LEAVES AND BEADS PHONE CHARM,2,2
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,2,2
90129A,PINK GLASS TASSLE BAG CHARM,45,20
90129B,TURQUOISE GLASS TASSLE BAG CHARM,57,20
90129C,GREEN GLASS TASSLE BAG CHARM,35,16
90129D,AMBER GLASS TASSLE BAG CHARM,14,7
90129E,PURPLE GLASS TASSLE BAG CHARM,42,14
90129F,RED GLASS TASSLE BAG CHARM,40,16
90130A,WHITE STONE/CRYSTAL EARRINGS,6,6
90130B,TURQ STONE/CRYSTAL EARRINGS,39,31
90130C,GREEN STONE/CRYSTAL EARRINGS,14,13
90130D,RED STONE/CRYSTAL EARRINGS,3,3
90131,PINK/AMETHYST/GOLD NECKLACE,5,2
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,3,3
90133,TEAL/FUSCHIA COL BEAD NECKLACE,19,13
90134,OLD ROSE COMBO BEAD NECKLACE,54,45
90135A,ORANGE/FUSCHIA STONES NECKLACE,1,1
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,8,2
90136,PALE PINK/AMETHYST STONE NECKLACE,3,2
90137,PINK COMBO MINI CRYSTALS NECKLACE,3,3
90138,WHITE/PINK MINI CRYSTALS NECKLACE,10,7
90140,PINK SWEETIE NECKLACE,2,2
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,12,10
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,9,5
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,10,8
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,4,2
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,5,2
90142A,GREEN PENDANT SHELL NECKLACE,1,1
90142D,MOP PENDANT SHELL NECKLACE,10,4
90143,SILVER BRACELET W PASTEL FLOWER,33,20
90144,SILVER DROP EARRINGS WITH FLOWER,18,14
90145,SILVER HOOP EARRINGS WITH FLOWER,28,18
90146,FINE SILVER NECKLACE W PASTEL FLOWE,17,7
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,32,23
90148,LONG SILVER NECKLACE PASTEL FLOWER,9,7
90149,SILVER FLOWR PINK SHELL NECKLACE,53,4
90151,SILVER/NATURAL SHELL NECKLACE,8,4
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,5,5
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,2,2
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,1,1
90154,LAZER CUT NECKLACE W PASTEL BEADS,57,5
90155,RESIN NECKLACE W PASTEL BEADS,9,7
90156,RESIN BRACELET W PASTEL BEADS,4,3
90157,RIVIERA NECKLACE,10,5
90158,ST TROPEZ NECKLACE,45,35
90159,COTE D'AZURE NECKLACE,6,5
90160A,PURPLE BOUDICCA LARGE BRACELET,38,15
90160B,RED BOUDICCA LARGE BRACELET,30,12
90160C,TURQ+RED BOUDICCA LARGE BRACELET,54,26
90160D,PINK BOUDICCA LARGE BRACELET,38,12
90161A,ANT COPPER RED BOUDICCA BRACELET,24,21
90161B,ANT COPPER TURQ BOUDICCA BRACELET,76,37
90161C,ANT COPPER LIME BOUDICCA BRACELET,83,50
90161D,ANT COPPER PINK BOUDICCA BRACELET,64,34
90162A,ANT SILVER TURQUOISE BOUDICCA RING,6,1
90162B,ANT SILVER LIME GREEN BOUDICCA RING,27,10
90162C,ANT SILVER FUSCHIA BOUDICCA RING,14,7
90162D,ANT SILVER PURPLE BOUDICCA RING,10,5
90163A,PINK ROSEBUD & PEARL NECKLACE,12,9
90163B,WHITE ROSEBUD & PEARL NECKLACE,7,5
90164A,PINK ROSEBUD PEARL BRACELET,27,14
90164B,WHITE  ROSEBUD PEARL BRACELET,38,15
90165A,PINK ROSEBUD PEARL EARRINGS,16,15
90165B,WHITE ROSEBUD  PEARL EARRINGS,19,18
90166,PINK & WHITE ROSEBUD RING,21,15
90167,,10,1
90167,BEADED LOVE HEART JEWELLERY SET,10,1
90168,2 DAISIES HAIR COMB,18,12
90169,DAISY HAIR COMB,19,11
90170,DAISY HAIR BAND,85,37
90173,PAIR BUTTERFLY HAIR CLIPS,32,17
90174,BUTTERFLY HAIR BAND,38,21
90175A,WHITE GLASS CHUNKY CHARM BRACELET,27,25
90175B,PINK GLASS CHUNKY CHARM BRACELET,10,9
90175C,BLUE GLASS CHUNKY CHARM BRACELET,9,6
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,23,20
90176A,CLASSIC DIAMANTE NECKLACE JET,3,2
90176B,DIAMANTE NECKLACE BLACK,4,3
90176C,DIAMANTE NECKLACE,3,2
90176D,DIAMANTE NECKLACE PURPLE,7,4
90176E,DIAMANTE NECKLACE GREEN,4,3
90177A,CLASSIC DIAMANTE EARRINGS JET,14,9
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,14,7
90177C,DROP DIAMANTE EARRINGS CRYSTAL,26,14
90177D,DROP DIAMANTE EARRINGS PURPLE,25,14
90177E,DROP DIAMANTE EARRINGS GREEN,14,9
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,8,8
90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,1,1
90179A,AMBER FINE BEAD NECKLACE W TASSEL,6,5
90179B,PURPLE FINE BEAD NECKLACE W TASSEL,3,3
